Day,Y,Updated Y,OverallInfectionRate
1,0.0000030617497682636,0.0000136931286390247,0.42
2,0.0000031535941813591,0.0000137849730521201,0.42
3,0.0000032481930248445,0.0000138795718956056,0.42
4,0.0000033456288644090,0.0000139770077351701,0.42
5,0.0000034459867382507,0.0000140773656090117,0.42
6,0.0000035493542309692,0.0000141807331017303,0.42
7,0.0000036558215496581,0.0000142872004204191,0.42
8,0.0000037654816022603,0.0000143968604730213,0.42
9,0.0000038784300782553,0.0000145098089490164,0.42
10,0.0000039947655317460,0.0000146261444025071,0.42
11,0.0000041145894670153,0.0000147459683377764,0.42
12,0.0000042380064266264,0.0000148693852973874,0.42
13,0.0000043651240821406,0.0000149965029529017,0.42
14,0.0000044960533275307,0.0000151274321982918,0.42
15,0.0000046309083753677,0.0000152622872461287,0.42
16,0.0000047698068558636,0.0000154011857266246,0.42
17,0.0000049128699188542,0.0000155442487896153,0.42
18,0.0000050602223388067,0.0000156916012095677,0.42
19,0.0000052119926229421,0.0000158433714937031,0.42
20,0.0000053683131225639,0.0000159996919933249,0.42
21,0.0000055293201476854,0.0000161606990184465,0.42
22,0.0000056951540850538,0.0000163265329558148,0.42
23,0.0000058659595196691,0.0000164973383904301,0.42
24,0.0000060418853599007,0.0000166732642306617,0.42
25,0.0000062230849663065,0.0000168544638370676,0.42
26,0.0000064097162842623,0.0000170410951550233,0.42
27,0.0000066019419805121,0.0000172333208512731,0.42
28,0.0000067999295837545,0.0000174313084545155,0.42
29,0.0000070038516293817,0.0000176352305001427,0.42
30,0.0000072138858084917,0.0000178452646792527,0.42
31,0.0000074302151212984,0.0000180615939920595,0.42
32,0.0000076530280350664,0.0000182844069058275,0.42
33,0.0000078825186467016,0.0000185138975174626,0.42
34,0.0000081188868501327,0.0000187502657208937,0.42
35,0.0000083623385086218,0.0000189937173793828,0.42
36,0.0000086130856321460,0.0000192444645029070,0.42
37,0.0000088713465599967,0.0000195027254307578,0.42
38,0.0000091373461487466,0.0000197687250195077,0.42
39,0.0000094113159657384,0.0000200426948364994,0.42
40,0.0000096934944882541,0.0000203248733590151,0.42
41,0.0000099841273085277,0.0000206155061792888,0.42
42,0.0000102834673447688,0.0000209148462155298,0.42
43,0.0000105917750583678,0.0000212231539291289,0.42
44,0.0000109093186774612,0.0000215406975482222,0.42
45,0.0000112363744270358,0.0000218677532977968,0.42
46,0.0000115732267657598,0.0000222046056365209,0.42
47,0.0000119201686297313,0.0000225515475004923,0.42
48,0.0000122775016833388,0.0000229088805540999,0.42
49,0.0000126455365774382,0.0000232769154481992,0.42
50,0.0000130245932150490,0.0000236559720858100,0.42
51,0.0000134150010247855,0.0000240463798955465,0.42
52,0.0000138170992422372,0.0000244484781129983,0.42
53,0.0000142312371995246,0.0000248626160702856,0.42
54,0.0000146577746232567,0.0000252891534940178,0.42
55,0.0000150970819411274,0.0000257284608118885,0.42
56,0.0000155495405973900,0.0000261809194681510,0.42
57,0.0000160155433774576,0.0000266469222482186,0.42
58,0.0000164954947418826,0.0000271268736126436,0.42
59,0.0000169898111699746,0.0000276211900407356,0.42
60,0.0000174989215133233,0.0000281303003840844,0.42
61,0.0000180232673594984,0.0000286546462302595,0.42
62,0.0000185633034062063,0.0000291946822769673,0.42
63,0.0000191194978461897,0.0000297508767169507,0.42
64,0.0000196923327631637,0.0000303237116339247,0.42
65,0.0000202823045390873,0.0000309136834098483,0.42
66,0.0000208899242730791,0.0000315213031438401,0.42
67,0.0000215157182122907,0.0000321470970830517,0.42
68,0.0000221602281950600,0.0000327916070658210,0.42
69,0.0000228240121066740,0.0000334553909774351,0.42
70,0.0000235076443480780,0.0000341390232188391,0.42
71,0.0000242117163178746,0.0000348430951886356,0.42
72,0.0000249368369079662,0.0000355682157787272,0.42
73,0.0000256836330132005,0.0000363150118839616,0.42
74,0.0000264527500553859,0.0000370841289261470,0.42
75,0.0000272448525220536,0.0000378762313928147,0.42
76,0.0000280606245203496,0.0000386920033911107,0.42
77,0.0000289007703464483,0.0000395321492172094,0.42
78,0.0000297660150708873,0.0000403973939416483,0.42
79,0.0000306571051402310,0.0000412884840109920,0.42
80,0.0000315748089954794,0.0000422061878662404,0.42
81,0.0000325199177076446,0.0000431512965784056,0.42
82,0.0000334932456309284,0.0000441246245016895,0.42
83,0.0000344956310739400,0.0000451270099447010,0.42
84,0.0000355279369894004,0.0000461593158601614,0.42
85,0.0000365910516827922,0.0000472224305535532,0.42
86,0.0000376858895404145,0.0000483172684111755,0.42
87,0.0000388133917773170,0.0000494447706480780,0.42
88,0.0000399745272055895,0.0000506059060763505,0.42
89,0.0000411702930234945,0.0000518016718942555,0.42
90,0.0000424017156259349,0.0000530330944966959,0.42
91,0.0000436698514367573,0.0000543012303075183,0.42
92,0.0000449757877633970,0.0000556071666341581,0.42
93,0.0000463206436743793,0.0000569520225451403,0.42
94,0.0000477055709001941,0.0000583369497709551,0.42
95,0.0000491317547580709,0.0000597631336288320,0.42
96,0.0000506004151011835,0.0000612317939719445,0.42
97,0.0000521128072928192,0.0000627441861635803,0.42
98,0.0000536702232060533,0.0000643016020768143,0.42
99,0.0000552739922494711,0.0000659053711202321,0.42
100,0.0000569254824194852,0.0000675568612902463,0.42
101,0.0000586261013797965,0.0000692574802505576,0.42
102,0.0000603772975685509,0.0000710086764393119,0.42
103,0.0000621805613337432,0.0000728119402045042,0.42
104,0.0000640374260974222,0.0000746688049681832,0.42
105,0.0000659494695492470,0.0000765808484200080,0.42
106,0.0000679183148699465,0.0000785496937407075,0.42
107,0.0000699456319852284,0.0000805770108559894,0.42
108,0.0000720331388506824,0.0000826645177214435,0.42
109,0.0000741826027682146,0.0000848139816389756,0.42
110,0.0000763958417345461,0.0000870272206053071,0.42
111,0.0000786747258222988,0.0000893061046930598,0.42
112,0.0000810211785941828,0.0000916525574649438,0.42
113,0.0000834371785507877,0.0000940685574215487,0.42
